;Age;Gender;Education Level;Job Title;Years of Experience;Salary_usd;Country;Race;Graduated high-school type;Hours-per-week;Avarege Salary per-year_usd;Employment type 
2848;28.0;Female;Bachelor's Degree;Senior Project Engineer;3.0;70397.0;USA;Hispanic;State; 42.5;76.978;FT
2849;34.0;Male;Master's Degree;Software Engineer Manager;9.0;146075.0;USA;White;Private; 42.5;146.66;FT
2850;46.0;Female;Bachelor's Degree;Back end Developer;18.0;155795.0;UK;Mixed;State; 42.5;116.666;FT
2851;35.0;Male;Master's Degree;Full Stack Engineer;9.0;132638.0;China;Korean;Private; 47.5;76.728;FT
2852;49.0;Female;PhD;Software Engineer Manager;22.0;178684.0;UK;Welsh;State; 52.5;136.532;FT
2853;32.0;Male;Bachelor's Degree;Senior Software Engineer;7.0;106218.0;USA;White;State; 42.5;58.151;FT
2854;54.0;Male;Master's Degree;Full Stack Engineer;28.0;191239.0;USA;African American;State;45;102.249;FT
2855;26.0;Female;Master's Degree;Front end Developer;2.0;65840.0;UK;Asian;State; 42.5;67.629;FT
2856;23.0;Male;PhD;Software Engineer Manager;0.0;52779.0;Canada;Asian;State; 42.5;114.787;FT
2857;48.0;Female;Master's Degree;Senior Software Engineer;23.0;185038.0;Canada;Asian;Other; 47.5;85.032;FT
2858;38.0;Male;Bachelor's Degree;Back end Developer;14.0;136449.0;UK;White;Private; 47.5;51.079;FT
2859;30.0;Female;Master's Degree;Full Stack Engineer;6.0;110707.0;China;Korean;State; 42.5;113.391;FT
2860;40.0;Male;Master's Degree;Software Engineer Manager;17.0;151670.0;Canada;Black;State; 47.5;116.666;FT
2861;45.0;Female;Bachelor's Degree;Senior Project Engineer;21.0;167015.0;UK;Asian;State; 42.5;80.904;FT
2862;36.0;Male;Master's Degree;Full Stack Engineer;13.0;146508.0;USA;Hispanic;Private; 42.5;75.311;FT
2863;52.0;Male;PhD;Software Engineer Manager;27.0;190596.0;UK;Asian;State; 42.5;87.288;FT
2864;31.0;Female;Bachelor's Degree;Senior Software Engineer;6.0;104378.0;UK;Welsh;Private;50;61.112;FT
2865;26.0;Male;Master's Degree;Full Stack Engineer;3.0;70216.0;USA;White;Private; 42.5;72.646;FT
2866;30.0;Female;Master's Degree;Senior Project Engineer;5.0;101733.0;USA;White;Private; 47.5;75.24;FT
2867;24.0;Male;Bachelor's Degree;Back end Developer;1.0;55935.0;UK;Asian;Private; 47.5;140.94;FT
2868;45.0;Male;Master's Degree;Senior Software Engineer;21.0;180367.0;China;Korean;Private; 47.5;39.092;FT
2869;33.0;Female;Master's Degree;Full Stack Engineer;9.0;135596.0;UK;Asian;Private; 42.5;102.249;FT
2870;38.0;Male;Bachelor's Degree;Front end Developer;11.0;136062.0;USA;White;Private; 47.5;85.363;FT
2871;54.0;Female;PhD;Software Engineer Manager;32.0;191267.0;Australia;Asian;Private; 42.5;148.425;FT
2872;42.0;Male;Master's Degree;Full Stack Engineer;19.0;177347.0;UK;White;Private; 42.5;50.494;FT
2873;28.0;Female;Bachelor's Degree;Senior Project Engineer;3.0;70397.0;Australia;White;Private; 42.5;55.299;FT
2874;34.0;Male;Master's Degree;Software Engineer Manager;9.0;146075.0;Australia;Australian;Private; 42.5;107.005;FT
2875;46.0;Female;Bachelor's Degree;Back end Developer;18.0;155795.0;China;White;State;42;49.349;FT
2876;35.0;Male;Master's Degree;Full Stack Engineer;9.0;132638.0;China;White;Private; 42.5;159.959;FT
2877;49.0;Female;PhD;Software Engineer Manager;22.0;178684.0;Canada;Asian;Private; 42.5;67.691;FT
2878;32.0;Male;Bachelor's Degree;Senior Software Engineer;7.0;106218.0;Australia;Australian;Private; 42.5;111.498;FT
2879;54.0;Male;Master's Degree;Full Stack Engineer;28.0;191239.0;Australia;Australian;Private; 42.5;120.644;FT
2880;26.0;Female;Master's Degree;Front end Developer;2.0;65840.0;Canada;Black;State; 47.5;189.843;FT
2881;23.0;Male;PhD;Software Engineer Manager;0.0;52779.0;China;Korean;Private; 42.5;62.045;FT
2882;48.0;Female;Master's Degree;Senior Software Engineer;23.0;185038.0;USA;Hispanic;Private; 42.5;124.927;FT
2883;38.0;Male;Bachelor's Degree;Back end Developer;14.0;136449.0;China;Korean;State; 42.5;58.622;FT
2884;30.0;Female;Master's Degree;Full Stack Engineer;6.0;110707.0;UK;Welsh;Private; 47.5;136.532;FT
2885;40.0;Male;Master's Degree;Software Engineer Manager;17.0;151670.0;Canada;White;Private; 47.5;63.43;FT
2886;45.0;Female;Bachelor's Degree;Senior Project Engineer;21.0;167015.0;China;White;Other; 42.5;62.74;FT
2887;36.0;Male;Master's Degree;Full Stack Engineer;13.0;146508.0;Canada;White;Other; 42.5;100.561;FT
2888;52.0;Male;PhD;Software Engineer Manager;27.0;190596.0;USA;African American;State; 42.5;61.112;FT
2889;31.0;Female;Bachelor's Degree;Senior Software Engineer;6.0;104378.0;USA;Asian;Private; 42.5;88.829;FT
2890;26.0;Male;Master's Degree;Full Stack Engineer;3.0;70216.0;UK;Welsh;Private; 42.5;72.021;FT
2891;30.0;Female;Master's Degree;Senior Project Engineer;5.0;101733.0;China;White;State;50;102.249;FT
2892;24.0;Male;Bachelor's Degree;Back end Developer;1.0;55935.0;USA;Asian;State;30;100.561;FT
2893;45.0;Male;Master's Degree;Senior Software Engineer;21.0;180367.0;USA;White;State;32.5;35.538;FT
2894;33.0;Female;Master's Degree;Full Stack Engineer;9.0;135596.0;China;Korean;Other;55;88.855;FT
2895;38.0;Male;Bachelor's Degree;Front end Developer;11.0;136062.0;USA;Hispanic;State;35.5;63.43;FT
2896;54.0;Female;PhD;Software Engineer Manager;32.0;191267.0;USA;White;Private;44;66.741;FT
2897;42.0;Male;Master's Degree;Full Stack Engineer;19.0;177347.0;China;Chinese;Private;48.5;102.249;FT
2898;29.0;Female;Bachelor's Degree;Full Stack Engineer;6.0;103579.0;Canada;Black;Private;23;113.391;FT
2899;45.0;Male;Master's Degree;Software Engineer Manager;19.0;163780.0;UK;Welsh;State;38;33.046;FT
2900;36.0;Male;Bachelor's Degree;Front end Developer;12.0;137878.0;China;Chinese;State;38.5;41.112;FT
2901;30.0;Female;Master's Degree;Senior Project Engineer;4.0;92438.0;Canada;Black;State;40;88.316;FT
2902;28.0;Male;Master's Degree;Full Stack Engineer;5.0;84181.0;Canada;Asian;State;42.5;58.694;FT
2903;46.0;Female;PhD;Software Engineer Manager;21.0;174821.0;Canada;Asian;State;50;159.55;FT
2904;34.0;Male;Bachelor's Degree;Back end Developer;10.0;126520.0;China;Chinese;State;42.5;72.021;FT
2905;44.0;Male;Master's Degree;Senior Software Engineer;18.0;152168.0;USA;White;Private;36;85.032;FT
2906;55.0;Female;PhD;Software Engineer Manager;29.0;190543.0;China;Korean;State;42.5;123.701;FT
2907;35.0;Male;Master's Degree;Full Stack Engineer;9.0;131547.0;Canada;Asian;State;55.5;100.561;FT
2908;54.0;Male;Bachelor's Degree;Senior Project Engineer;28.0;192292.0;USA;African American;State;40;48.531;PT
2909;23.0;Female;High School;Back end Developer;1.0;52807.0;UK;White;State;42.5;114.787;FT
2910;46.0;Male;Master's Degree;Senior Software Engineer;20.0;174938.0;USA;African American;State;42;102.249;FT
2911;33.0;Female;Bachelor's Degree;Full Stack Engineer;8.0;124071.0;USA;Hispanic;State;55;67.629;FT
2912;26.0;Male;Master's Degree;Front end Developer;3.0;73640.0;Canada;White;State;42.5;62.74;FT
2913;43.0;Female;PhD;Software Engineer Manager;19.0;156486.0;Australia;Asian;Private;44.5;152.61;FT
2914;36.0;Male;Master's Degree;Full Stack Engineer;11.0;138859.0;USA;White;State;42.5;54.339;FT
2915;23.0;Female;Bachelor's Degree;Senior Project Engineer;0.0;52831.0;China;White;Other;44;75.24;FT
2916;49.0;Male;Master's Degree;Software Engineer Manager;23.0;182392.0;USA;Asian;State;50;94.454;FT
2917;35.0;Female;Master's Degree;Full Stack Engineer;11.0;151078.0;USA;Asian;State; 42.5;61.112;FT
2918;31.0;Male;Bachelor's Degree;Back end Developer;8.0;100679.0;USA;White;State; 42.5;83.801;FT
2919;54.0;Other;High School;Senior Software Engineer;29.0;158966.0;Canada;Black;State; 47.5;73.046;FT
2920;43.0;Male;Master's Degree;Full Stack Engineer;20.0;167924.0;Canada;Black;Private; 42.5;56.691;FT
2921;33.0;Female;Master's Degree;Senior Project Engineer;10.0;113334.0;Canada;Asian;Private;50;66.556;FT
2922;52.0;Female;PhD;Software Engineer Manager;29.0;194778.0;Canada;Asian;Other; 42.5;102.249;FT
2923;28.0;Male;Bachelor's Degree;Full Stack Engineer;4.0;77606.0;USA;White;State; 47.5;42.445;FT
2924;36.0;Female;Master's Degree;Senior Software Engineer;13.0;140010.0;Australia;White;State; 47.5;102.249;FT
2925;43.0;Male;Bachelor's Degree;Senior Project Engineer;20.0;142421.0;Canada;Black;State; 42.5;101.559;FT
2926;50.0;Female;Master's Degree;Full Stack Engineer;24.0;192756.0;Canada;Asian;Private;45;135.556;FT
2927;24.0;Male;PhD;Software Engineer Manager;1.0;106686.0;USA;White;State; 42.5;116.666;FT
2928;52.0;Male;Master's Degree;Senior Software Engineer;27.0;186794.0;China;Korean;State;45;102.249;FT
2929;46.0;Female;Bachelor's Degree;Back end Developer;19.0;150729.0;Australia;Asian;State; 42.5;53.796;FT
2930;38.0;Male;Master's Degree;Full Stack Engineer;15.0;171652.0;Australia;Asian;Other; 47.5;68.905;FT
2931;29.0;Male;Bachelor's Degree;Senior Project Engineer;6.0;88552.0;Canada;Black;State; 42.5;76.728;FT
2932;33.0;Female;Master's Degree;Front end Developer;9.0;119918.0;Australia;White;State; 47.5;33.356;FT
2933;47.0;Male;PhD;Software Engineer Manager;21.0;174985.0;Australia;Asian;State; 47.5;198.668;PT
2934;45.0;Female;Master's Degree;Senior Software Engineer;23.0;174336.0;USA;Hispanic;State; 42.5;36.77;FL
2935;28.0;Male;Bachelor's Degree;Back end Developer;4.0;72389.0;UK;Mixed;Private; 37.5;103556;CT
2936;42.0;Female;Master's Degree;Full Stack Engineer;14.0;163978.0;USA;Hispanic;State;50;40.33;FT
2937;46.0;Male;Bachelor's Degree;Senior Project Engineer;25.0;166958.0;Australia;White;Other; 42.5;76.978;FT
2938;38.0;Female;PhD;Software Engineer Manager;15.0;145052.0;Australia;Australian;State;55;146.66;FT
2939;54.0;Male;Master's Degree;Senior Software Engineer;32.0;195270.0;UK;Asian;State; 42.5;116.666;FT
2940;33.0;Female;Master's Degree;Full Stack Engineer;8.0;122970.0;Australia;White;State; 42.5;76.728;FT
2941;27.0;Male;High School;Back end Developer;4.0;80247.0;UK;Asian;State; 47.5;136.532;FT
2942;50.0;Female;Bachelor's Degree;Senior Project Engineer;25.0;177862.0;USA;African American;State; 42.5;58.151;FT
2943;26.0;Male;Master's Degree;Full Stack Engineer;4.0;91062.0;Canada;Black;State; 47.5;102.249;FT
2944;31.0;Female;Master's Degree;Senior Software Engineer;6.0;114290.0;Australia;White;State; 42.5;67.629;FT
2945;35.0;Male;Bachelor's Degree;Front end Developer;10.0;128999.0;Canada;Black;State;50;114.787;FT
2946;44.0;Female;PhD;Software Engineer Manager;18.0;162454.0;UK;Welsh;State; 42.5;85.032;FT
2947;32.0;Male;Master's Degree;Senior Project Engineer;8.0;122354.0;China;Korean;Other; Varies significantly;51.079;FT
2948;54.0;Male;Bachelor's Degree;Full Stack Engineer;25.0;179756.0;USA;African American;State; 42.5;113.391;FT
2949;26.0;Female;Master's Degree;Front end Developer;3.0;73218.0;USA;Hispanic;State; 42.5;116.666;FT
2950;23.0;Male;PhD;Software Engineer Manager;0.0;52612.0;USA;African American;Other; 42.5;80.904;FT
2951;48.0;Female;Master's Degree;Senior Software Engineer;24.0;184480.0;Australia;White;State; 47.5;75.311;FT
2952;38.0;Male;Bachelor's Degree;Back end Developer;12.0;132442.0;UK;Asian;State; 42.5;87.288;FT
2953;30.0;Female;Master's Degree;Full Stack Engineer;5.0;102828.0;Canada;White;Other; 42.5;61.112;FT
2954;40.0;Male;Master's Degree;Software Engineer Manager;16.0;150301.0;Australia;Australian;State; 47.5;72.646;FT
2955;45.0;Female;Bachelor's Degree;Senior Project Engineer;22.0;171468.0;Australia;Asian;State; 42.5;75.24;FT
2956;36.0;Male;Master's Degree;Full Stack Engineer;13.0;147326.0;China;White;State; 47.5;140.94;FT
2957;52.0;Male;PhD;Software Engineer Manager;26.0;185982.0;China;Chinese;Other; 42.5;39.092;FT
2958;31.0;Female;Bachelor's Degree;Senior Software Engineer;7.0;108267.0;UK;Welsh;State; 52.5;102.249;FT
2959;26.0;Male;Master's Degree;Full Stack Engineer;4.0;91397.0;Australia;Australian;State; 42.5;85.363;FT
2960;30.0;Female;Master's Degree;Senior Project Engineer;5.0;100867.0;Australia;Australian;State; 42.5;148.425;FT
2961;24.0;Male;Bachelor's Degree;Back end Developer;2.0;64182.0;USA;Hispanic;State;50;50.494;FT
2962;45.0;Male;Master's Degree;Senior Software Engineer;22.0;182506.0;UK;White;Private; 42.5;55.299;FT
2963;33.0;Female;Master's Degree;Full Stack Engineer;9.0;136986.0;UK;Mixed;Private; 42.5;107.005;FT
2964;38.0;Male;Bachelor's Degree;Front end Developer;11.0;136662.0;Australia;White;State; 47.5;49.349;FT
2965;54.0;Female;PhD;Software Engineer Manager;32.0;191510.0;UK;Welsh;State; 42.5;159.959;FT
2966;42.0;Male;Master's Degree;Full Stack Engineer;19.0;177347.0;Canada;Asian;State; 42.5;67.691;FT
2967;28.0;Female;Bachelor's Degree;Senior Project Engineer;3.0;70397.0;USA;Asian;State; 47.5;111.498;FT
2968;34.0;Male;Master's Degree;Software Engineer Manager;9.0;146075.0;China;White;State; 42.5;120.644;FT
2969;46.0;Female;Bachelor's Degree;Back end Developer;18.0;155795.0;Canada;Asian;Other; 42.5;189.843;FT
2970;35.0;Male;Master's Degree;Full Stack Engineer;9.0;132638.0;China;Korean;Other;55;62.045;FT
2971;49.0;Female;PhD;Software Engineer Manager;22.0;178684.0;Australia;White;State; 42.5;124.927;FT
2972;32.0;Male;Bachelor's Degree;Senior Software Engineer;7.0;106218.0;Australia;Asian;State; 47.5;58.622;FT
2973;54.0;Male;Master's Degree;Full Stack Engineer;28.0;191239.0;Canada;White;State; 42.5;136.532;FT
2974;26.0;Female;Master's Degree;Front end Developer;2.0;65840.0;USA;Asian;State; 42.5;63.43;FT
2975;23.0;Male;PhD;Software Engineer Manager;0.0;52779.0;UK;Asian;State; 42.5;62.74;FT
2976;48.0;Female;Master's Degree;Senior Software Engineer;23.0;185038.0;Australia;Asian;State; 47.5;100.561;FT
2977;38.0;Male;Bachelor's Degree;Back end Developer;14.0;136449.0;China;Korean;State; 52.5;61.112;FT
2978;30.0;Female;Master's Degree;Full Stack Engineer;6.0;110707.0;China;Chinese;State; 42.5;88.829;FT
2979;40.0;Male;Master's Degree;Software Engineer Manager;17.0;151670.0;USA;African American;State;45;72.021;FT
2980;45.0;Female;Bachelor's Degree;Senior Project Engineer;21.0;167015.0;UK;White;State; 42.5;102.249;FT
2981;36.0;Male;Master's Degree;Full Stack Engineer;13.0;146508.0;Australia;Asian;Other; 42.5;100.561;FT
2982;52.0;Male;PhD;Software Engineer Manager;27.0;190596.0;China;Chinese;State; 47.5;35.538;FT
2983;31.0;Female;Bachelor's Degree;Senior Software Engineer;6.0;104378.0;USA;African American;State; 47.5;88.855;FT
2984;26.0;Male;Master's Degree;Full Stack Engineer;3.0;70216.0;China;Korean;State; 42.5;63.43;FT
2985;30.0;Female;Master's Degree;Senior Project Engineer;5.0;101733.0;China;Chinese;State; 47.5;66.741;FT
2986;24.0;Male;Bachelor's Degree;Back end Developer;1.0;55935.0;UK;White;State; 42.5;102.249;FT
2987;45.0;Male;Master's Degree;Senior Software Engineer;21.0;180367.0;UK;Asian;State; 42.5;113.391;FT
2988;33.0;Female;Master's Degree;Full Stack Engineer;9.0;135596.0;UK;Welsh;State; 42.5;33.046;FT
2989;38.0;Male;Bachelor's Degree;Front end Developer;11.0;136062.0;UK;Asian;Private;50;41.112;FT
2990;54.0;Female;PhD;Software Engineer Manager;32.0;191267.0;Australia;White;State; 42.5;88.316;FT
2991;42.0;Male;Master's Degree;Full Stack Engineer;19.0;177347.0;UK;Asian;State; 47.5;58.694;FT
2992;28.0;Female;Bachelor's Degree;Senior Project Engineer;3.0;70397.0;China;Korean;State; 47.5;159.55;FT
2993;34.0;Male;Master's Degree;Software Engineer Manager;9.0;146075.0;USA;Hispanic;State; 47.5;72.021;FT
2994;46.0;Female;Bachelor's Degree;Back end Developer;18.0;155795.0;USA;White;Private; 42.5;85.032;FT
2995;35.0;Male;Master's Degree;Full Stack Engineer;9.0;132638.0;UK;White;Private; 47.5;123.701;FT
2996;49.0;Female;PhD;Software Engineer Manager;22.0;178684.0;China;Chinese;State; 42.5;100.561;FT
2997;32.0;Male;Bachelor's Degree;Senior Software Engineer;7.0;106218.0;Canada;White;Private; 42.5;48.531;FT
2998;54.0;Male;Master's Degree;Full Stack Engineer;28.0;191239.0;Australia;Australian;Other; 42.5;114.787;FT
2999;26.0;Female;Master's Degree;Front end Developer;2.0;65840.0;Australia;Australian;Other; 42.5;102.249;FT
3000;23.0;Male;PhD;Software Engineer Manager;0.0;52779.0;Australia;White;State; Varies significantly;67.629;FT
3001;48.0;Female;Master's Degree;Senior Software Engineer;23.0;185038.0;USA;White;State; 42.5;62.74;FT
3002;38.0;Male;Bachelor's Degree;Back end Developer;14.0;136449.0;Canada;White;State; 42.5;152.61;FT
3003;30.0;Female;Master's Degree;Full Stack Engineer;6.0;110707.0;Canada;Asian;Private; 42.5;54.339;FT
3004;40.0;Male;Master's Degree;Software Engineer Manager;17.0;151670.0;USA;African American;State; 42.5;75.24;FT
3005;45.0;Female;Bachelor's Degree;Senior Project Engineer;21.0;167015.0;Canada;White;State; 47.5;94.454;FT
3006;36.0;Male;Master's Degree;Full Stack Engineer;13.0;146508.0;China;Korean;Private; 42.5;61.112;FT
3007;52.0;Male;PhD;Software Engineer Manager;27.0;190596.0;USA;African American;State; 42.5;83.801;FT
3008;31.0;Female;Bachelor's Degree;Senior Software Engineer;6.0;104378.0;USA;Asian;State; 42.5;73.046;FT
3009;26.0;Male;Master's Degree;Full Stack Engineer;3.0;70216.0;USA;African American;Other; 47.5;56.691;FT
3010;30.0;Female;Master's Degree;Senior Project Engineer;5.0;101733.0;Australia;Australian;State; 47.5;66.556;FT
3011;24.0;Male;Bachelor's Degree;Back end Developer;1.0;55935.0;China;Korean;State; 42.5;102.249;FT
3012;45.0;Male;Master's Degree;Senior Software Engineer;21.0;180367.0;UK;Mixed;Private; 42.5;42.445;FT
3013;33.0;Female;Master's Degree;Full Stack Engineer;9.0;135596.0;Australia;Australian;State; 42.5;102.249;FT
3014;38.0;Male;Bachelor's Degree;Front end Developer;11.0;136062.0;China;White;State; 42.5;101.559;FT
3015;54.0;Female;PhD;Software Engineer Manager;32.0;191267.0;Australia;Australian;State; 42.5;135.556;FT
3016;42.0;Male;Master's Degree;Full Stack Engineer;19.0;177347.0;Australia;White;State;50;116.666;FT
3017;29.0;Female;Bachelor's Degree;Full Stack Engineer;6.0;103579.0;Australia;Australian;Private;30;102.249;FT
3018;45.0;Male;Master's Degree;Software Engineer Manager;19.0;163780.0;China;Korean;Private;32.5;53.796;FT
3019;36.0;Male;Bachelor's Degree;Front end Developer;12.0;137878.0;UK;Mixed;State;55;68.905;FT
3020;30.0;Female;Master's Degree;Senior Project Engineer;4.0;92438.0;USA;Hispanic;State;35.5;76.728;FT
3021;28.0;Male;Master's Degree;Full Stack Engineer;5.0;84181.0;UK;White;State;44;33.356;FT
3022;46.0;Female;PhD;Software Engineer Manager;21.0;174821.0;UK;White;State;48.5;198.668;FT
3023;34.0;Male;Bachelor's Degree;Back end Developer;10.0;126520.0;USA;African American;Private;23;36.77;FT
3024;44.0;Male;Master's Degree;Senior Software Engineer;18.0;152168.0;UK;Welsh;Private;38;103556;FT
3025;55.0;Female;PhD;Software Engineer Manager;29.0;190543.0;USA;White;State;38.5;40.33;FT
3026;35.0;Male;Master's Degree;Full Stack Engineer;9.0;131547.0;China;Chinese;State;40;76.978;FT
3027;54.0;Male;Bachelor's Degree;Senior Project Engineer;28.0;192292.0;UK;Mixed;State;42.5;146.66;FT
3028;23.0;Female;High School;Back end Developer;1.0;52807.0;Australia;White;Private;50;116.666;FT
3029;46.0;Male;Master's Degree;Senior Software Engineer;20.0;174938.0;China;White;State;42.5;76.728;FT
3030;33.0;Female;Bachelor's Degree;Full Stack Engineer;8.0;124071.0;China;Korean;State;36;136.532;FT
3031;26.0;Male;Master's Degree;Front end Developer;3.0;73640.0;UK;Asian;Private;42.5;58.151;FT
3032;43.0;Female;PhD;Software Engineer Manager;19.0;156486.0;USA;African American;Private;55.5;102.249;FT
3033;36.0;Male;Master's Degree;Full Stack Engineer;11.0;138859.0;Canada;White;State;40;67.629;FT
3034;23.0;Female;Bachelor's Degree;Senior Project Engineer;0.0;52831.0;USA;Asian;State;42.5;114.787;FT
3035;49.0;Male;Master's Degree;Software Engineer Manager;23.0;182392.0;UK;Asian;Private; 42.5;85.032;FT
3036;35.0;Female;Master's Degree;Full Stack Engineer;11.0;151078.0;Canada;White;Private; 42.5;51.079;FT
3037;31.0;Male;Bachelor's Degree;Back end Developer;8.0;100679.0;Canada;White;Private; 47.5;113.391;FT
3038;54.0;Other;High School;Senior Software Engineer;29.0;158966.0;UK;Asian;State; 42.5;116.666;FT
3039;43.0;Male;Master's Degree;Full Stack Engineer;20.0;167924.0;UK;Asian;Other;50;80.904;FT
